file,tweet_id
http://pbs.twimg.com/media/Efo11UvXkAcR-UP.jpg,1295407036264525825
http://pbs.twimg.com/media/EgboOXGUYAMSNBS.jpg,1298980879516069889
http://pbs.twimg.com/media/EgSOaC_XYAIiL7f.jpg,1298319174922637312
http://pbs.twimg.com/media/EfbR4ESWoAIqc7a.jpg,1294452707194023936
http://pbs.twimg.com/media/EfiqsWoXgAAInIA.jpg,1294972575014162432
http://pbs.twimg.com/media/EfKKKXlWoAEY9FU.jpg,1293247957370916866
http://pbs.twimg.com/media/EgT4x2DXYAY7Y7W.jpg,1298436130992529408
http://pbs.twimg.com/media/EgWkM0KWkAAtWAQ.jpg,1298624611358314497
http://pbs.twimg.com/media/EfleHBAXoAIy7VC.jpg,1295169846427226117
http://pbs.twimg.com/media/EfU0Ob0XYAA09po.jpg,1293997893934776321
http://pbs.twimg.com/media/Efa69jOWkAQWe2c.jpg,1294427512701947911
http://pbs.twimg.com/media/EgRgHBQVAAo8RXK.jpg,1298268272937164803
http://pbs.twimg.com/media/EfV3p23XYAEcwz4.jpg,1294072032037085184
http://pbs.twimg.com/media/EfYy5rnXYAEFraz.jpg,1294277913550913536
http://pbs.twimg.com/media/Eghtu31UwAA-562.jpg,1299409148296278016
http://pbs.twimg.com/media/EfewlQzXsAEH9g7.jpg,1294697574662840322
http://pbs.twimg.com/media/EgRykMeXsAATksC.jpg,1298288670055763978
http://pbs.twimg.com/media/EflifWBXsAIKRZo.jpg,1295174662209576966
http://pbs.twimg.com/media/EfolAiiXoAEIDM4.jpg,1295388537462886405
http://pbs.twimg.com/media/EfvsU8NWoAAskTU.jpg,1295889165570256896
http://pbs.twimg.com/media/EewRBbzXkAAsDew.jpg,1291425914241327104
http://pbs.twimg.com/media/EeLu0qvXoAAjJKn.jpg,1288855034655059969
http://pbs.twimg.com/media/EeYE13sXkAA2Z2s.jpg,1289723672349954049
http://pbs.twimg.com/media/EeRO1VpWAAEH2Yz.jpg,1289242075188232193
http://pbs.twimg.com/media/EeQqTuYWkAIkJjm.jpg,1289201915419656192
http://pbs.twimg.com/media/EeyBAI0WAAICJnS.jpg,1291549035707469824
http://pbs.twimg.com/media/EegeMyqWAAgIOzb.jpg,1290314500416118786
http://pbs.twimg.com/media/EeMpAYCWkAElN3a.jpg,1288919011087048705
http://pbs.twimg.com/media/EeVtQQoX0AU0pli.jpg,1289556998514606081
http://pbs.twimg.com/media/EeLd-3AXYAA3dsP.jpg,1288836518585536514
http://pbs.twimg.com/media/EegdCl0WsAIiW8D.jpg,1290313226903683072
http://pbs.twimg.com/media/EegsucqWsAEnDSi.jpg,1290330472728469505
http://pbs.twimg.com/media/EeR86LpX0AA1quY.jpg,1289292735917129729
http://pbs.twimg.com/media/EelOPbfXsAEzTAh.jpg,1290648799602450435
http://pbs.twimg.com/media/EegCsZqWkAcdnIl.jpg,1290284258485927938
http://pbs.twimg.com/media/EeTNcugWsAAezq3.jpg,1289381289443770368
http://pbs.twimg.com/media/EeqdtzCWsAAjj1b.jpg,1291017656829726723
http://pbs.twimg.com/media/EeoOv6IU4AEHUDz.jpg,1290944447774171137
http://pbs.twimg.com/media/EeVy9v4WoAA4V0w.jpg,1289563276813250561
http://pbs.twimg.com/media/Eef8-H2XYAIEVxt.jpg,1290277965364891649
